1 0.262539 0.213168 0.208641 0.203787 0.202336 0.199661 0.202246 0.202767 0.206079 0.204641 0.202044 0.202637 0.200787 0.202531 0.20368 0.208764 0.210917 0.260427 0.600258 0.251271 0.193168 0.177092 0.161656 0.15052 0.139927 0.133487 0.120221 0.112448 0.102645 0.0917003 0.0790013 0.070397 0.0608221 0.0526628 0.0423287 0.0296666 0.0222663 0.0128681 0 0 
0.333333 0.505146 0.383013 0.317755 0.282263 0.266141 0.257392 0.255812 0.254951 0.249511 0.247832 0.244906 0.247458 0.248565 0.246082 0.24248 0.244308 0.243736 0.242103 0.244291 0.245024 0.247413 0.250252 0.250942 0.251582 0.250736 0.250446 0.250863 0.24833 0.24479 0.244579 0.24818 0.250666 0.250081 0.250417 0.25107 0.250717 0.249615 0.247575 0.244642 0.244331 
0.2 0.577035 0.468064 0.394977 0.347455 0.315548 0.294038 0.279168 0.270092 0.264283 0.260219 0.257198 0.254972 0.253467 0.252884 0.251319 0.250968 0.251027 0.25111 0.24999 0.248114 0.247457 0.247871 0.248498 0.248387 0.248604 0.248233 0.248497 0.24966 0.249298 0.249508 0.2477 0.246376 0.246222 0.245801 0.244529 0.243919 0.244099 0.244279 0.244894 0.246173 
0.142857 0.655355 0.558369 0.485066 0.430055 0.388895 0.358634 0.335251 0.317248 0.304154 0.293507 0.285592 0.280315 0.275423 0.272063 0.269712 0.267172 0.266366 0.264595 0.262498 0.260988 0.260978 0.262408 0.262261 0.261316 0.259714 0.258816 0.258483 0.257489 0.257302 0.258208 0.259038 0.259221 0.259734 0.258818 0.258514 0.258896 0.258838 0.259367 0.25987 0.259313 
0.111111 0.624709 0.546649 0.48468 0.435164 0.396329 0.365046 0.339918 0.320683 0.304577 0.292209 0.281776 0.273089 0.266407 0.261578 0.257366 0.253919 0.251722 0.249892 0.247758 0.245698 0.244638 0.243803 0.242552 0.242361 0.242037 0.241361 0.24104 0.241229 0.241908 0.242209 0.241943 0.241209 0.240664 0.239524 0.238559 0.238373 0.238919 0.238931 0.238941 0.239584 
0.0909091 0.606047 0.539822 0.484798 0.440126 0.403169 0.372819 0.347504 0.326926 0.309819 0.296171 0.285487 0.277241 0.270598 0.264475 0.259386 0.255532 0.252393 0.250056 0.247839 0.245407 0.242893 0.240521 0.238527 0.236659 0.235481 0.235146 0.234888 0.234822 0.234585 0.234403 0.234404 0.234054 0.233623 0.233294 0.232654 0.2319 0.231109 0.22994 0.228618 0.227032 
0.0769231 0.652333 0.592366 0.54148 0.498071 0.460653 0.428218 0.400478 0.377123 0.356745 0.339377 0.324697 0.312399 0.301328 0.291767 0.283816 0.277132 0.271493 0.266565 0.262432 0.258801 0.255506 0.253002 0.25062 0.248461 0.246836 0.245353 0.244669 0.244036 0.24329 0.242547 0.2422 0.242007 0.24197 0.242254 0.242415 0.242505 0.242406 0.242343 0.242342 0.242517 
0.0666667 0.749543 0.692658 0.642992 0.599496 0.561371 0.527464 0.497723 0.471678 0.44839 0.428095 0.409906 0.393681 0.378936 0.365282 0.353432 0.34299 0.333708 0.325428 0.318316 0.31189 0.306138 0.300921 0.295959 0.292149 0.289286 0.286969 0.285029 0.283047 0.280869 0.279117 0.277337 0.27594 0.274573 0.273503 0.272689 0.2722 0.271616 0.271244 0.270693 0.269976 
0.0588235 0.808432 0.755074 0.70739 0.665174 0.627145 0.593177 0.5623 0.535106 0.511018 0.48968 0.470589 0.452978 0.437643 0.423675 0.4118 0.400943 0.390846 0.381694 0.37394 0.36749 0.361344 0.355944 0.351264 0.346525 0.342137 0.33803 0.334244 0.33103 0.328252 0.325616 0.323037 0.320793 0.318773 0.316693 0.314909 0.313539 0.312377 0.311483 0.310252 0.309382 
0.0526316 0.807959 0.759259 0.715317 0.675555 0.639551 0.606933 0.577513 0.550949 0.526976 0.505258 0.485722 0.467674 0.451386 0.436321 0.422842 0.410456 0.399381 0.389037 0.379718 0.371455 0.363741 0.356979 0.350799 0.344937 0.339799 0.335339 0.331243 0.327385 0.324218 0.321112 0.318341 0.315727 0.313192 0.310583 0.30833 0.306119 0.304247 0.302596 0.301078 0.299773 
0.047619 0.772067 0.728446 0.688862 0.652779 0.619855 0.589476 0.561567 0.536364 0.513374 0.492645 0.47391 0.457136 0.441671 0.427827 0.415179 0.403792 0.393183 0.383468 0.374841 0.367001 0.359848 0.353067 0.346769 0.341224 0.336111 0.331296 0.326839 0.322813 0.319169 0.315698 0.312522 0.309811 0.307629 0.305923 0.304255 0.302153 0.300415 0.298637 0.297031 0.295594 
0.0434783 0.769774 0.729292 0.691825 0.657275 0.625242 0.595703 0.568515 0.543155 0.520008 0.49862 0.478824 0.460799 0.444064 0.428583 0.414085 0.400976 0.389328 0.378675 0.368698 0.359527 0.350996 0.343068 0.335649 0.328858 0.322714 0.316923 0.31157 0.306528 0.301882 0.297747 0.294277 0.291114 0.288369 0.285997 0.283948 0.282301 0.28122 0.280451 0.279819 0.279171 
0.04 0.821981 0.783679 0.748133 0.714711 0.683444 0.654483 0.628041 0.603464 0.580998 0.560367 0.541258 0.523511 0.507154 0.492059 0.477925 0.46516 0.453642 0.442824 0.432855 0.423516 0.414776 0.406562 0.398737 0.391439 0.384714 0.378687 0.372985 0.367765 0.362802 0.358223 0.354052 0.350212 0.346828 0.343723 0.34088 0.338505 0.336484 0.3347 0.33312 0.331567 
