0.542765 0.454125 0.39207 0.327912 0.31932 0.29328 0.282913 0.282328 0.2872 0.306454 0.322947 0.325773 0.321033 0.294126 0.253744 0.280011 0.312937 0.280102 0.30655 0.254416 0.248261 0.255133 0.278904 0.245578 0.253899 0.257803 0.243453 0.254101 0.27386 0.280859 0.25818 0.194675 0.20801 0.221334 0.258354 0.309846 0.33624 0.37464 0.403403 0.46952 
0.194357 0.156093 0.137454 0.136877 0.120529 0.0816671 0.0823344 0.104668 0.125084 0.0973986 0.100852 0.103186 0.105401 0.100595 0.0896565 0.0917584 0.072135 0.077839 0.0717337 0.0809678 0.102466 0.110541 0.109583 0.0964147 0.115727 0.126676 0.11816 0.0948593 0.102131 0.105386 0.100802 0.0850907 0.0724464 0.109168 0.0931271 0.0821933 0.087387 0.0962931 0.0861766 0.0797991 
0.753698 0.598798 0.498547 0.48647 0.473136 0.409292 0.379464 0.353305 0.347181 0.328283 0.281103 0.252582 0.218801 0.230404 0.240714 0.258313 0.301086 0.348261 0.388487 0.438125 0.451039 0.416624 0.393851 0.366527 0.406624 0.452183 0.452487 0.394102 0.341401 0.301823 0.285755 0.255657 0.230784 0.195214 0.212 0.22686 0.257506 0.254103 0.229459 0.249602 
0.3264 0.23347 0.181235 0.150302 0.131856 0.127245 0.119882 0.115259 0.131038 0.147507 0.14954 0.134827 0.149694 0.18429 0.160963 0.128345 0.118553 0.100606 0.0934646 0.115796 0.109309 0.11165 0.126722 0.164131 0.159202 0.137097 0.128784 0.110519 0.105014 0.124477 0.150093 0.155875 0.172258 0.184464 0.199242 0.205297 0.209196 0.194488 0.14722 0.117365 
0.28617 0.258715 0.214088 0.191344 0.186987 0.199412 0.19659 0.214919 0.190524 0.217822 0.205436 0.239303 0.221461 0.257362 0.254199 0.193525 0.195016 0.201943 0.181439 0.2021 0.164034 0.179604 0.149865 0.159737 0.158007 0.146616 0.135993 0.153011 0.198309 0.204325 0.169514 0.177513 0.158688 0.132061 0.114463 0.142498 0.166259 0.143246 0.147435 0.128605 
0.135437 0.0934354 0.0840168 0.0892589 0.0895821 0.0831718 0.0769586 0.0733706 0.0627092 0.071224 0.066326 0.0687257 0.0744789 0.0777917 0.0836801 0.0940561 0.0892108 0.0819101 0.0666949 0.060336 0.0764524 0.0915358 0.0949542 0.0593218 0.0605541 0.0741481 0.0757348 0.0812553 0.0993494 0.0852953 0.0836104 0.0892448 0.105737 0.103756 0.0843079 0.0897463 0.095344 0.0667232 0.0834949 0.0867128 
0.872498 0.738839 0.684905 0.567583 0.419679 0.345087 0.318149 0.293081 0.312775 0.358631 0.365087 0.31931 0.312648 0.290147 0.260099 0.219911 0.251578 0.259597 0.290423 0.296493 0.293185 0.314806 0.344261 0.318258 0.285733 0.280202 0.348005 0.332812 0.333136 0.3882 0.401417 0.349899 0.33533 0.32193 0.258576 0.21771 0.241689 0.333799 0.311839 0.381628 
0.300814 0.192303 0.138746 0.126133 0.130825 0.130615 0.119244 0.124866 0.161152 0.152236 0.168397 0.164472 0.175312 0.170584 0.134355 0.120819 0.156672 0.164839 0.15735 0.131415 0.119016 0.134063 0.16624 0.163957 0.149394 0.120181 0.103573 0.130023 0.116551 0.111022 0.139047 0.201422 0.195325 0.17758 0.14916 0.132139 0.127706 0.122943 0.137382 0.139382 
0.36873 0.312472 0.2677 0.246141 0.252779 0.232945 0.206665 0.171591 0.173191 0.188044 0.194899 0.201949 0.215504 0.199203 0.196174 0.174313 0.163594 0.186864 0.195147 0.201542 0.180386 0.180853 0.207737 0.237869 0.261188 0.253072 0.263875 0.271004 0.271454 0.266209 0.240725 0.207266 0.212811 0.191528 0.194515 0.151636 0.153323 0.185599 0.196691 0.198516 
0.559032 0.544348 0.500921 0.489136 0.455418 0.40115 0.430763 0.410014 0.424975 0.409937 0.426486 0.421102 0.407877 0.360777 0.352133 0.361867 0.342381 0.35206 0.36317 0.354677 0.343552 0.406773 0.43207 0.427854 0.415458 0.421897 0.402038 0.356295 0.353596 0.319247 0.314484 0.282848 0.295263 0.295124 0.311383 0.319172 0.318241 0.311705 0.284414 0.259314 
