0.883495 0.83368 0.785001 0.740502 0.709755 0.676111 0.643708 0.610699 0.583645 0.545232 0.49623 0.45263 0.41607 0.38829 0.37222 0.362286 0.351364 0.342116 0.334942 0.322289 0.314773 0.313328 0.312506 0.312049 0.315101 0.311614 0.312222 0.311603 0.30889 0.303116 0.299392 0.302429 0.30503 0.311591 0.312216 0.317112 0.320036 0.323058 0.332207 0.341829 
1.09692 1.04587 0.999588 0.952889 0.90025 0.835258 0.76883 0.70902 0.652696 0.593633 0.551328 0.517268 0.479386 0.440636 0.410954 0.388547 0.368323 0.348055 0.333014 0.327813 0.322043 0.324786 0.323171 0.33469 0.337973 0.346133 0.357338 0.364791 0.371335 0.375375 0.380541 0.38077 0.375687 0.369862 0.36069 0.352324 0.351981 0.352527 0.350688 0.362466 
0.942452 0.907313 0.844959 0.792476 0.752526 0.715126 0.675485 0.622923 0.575695 0.529312 0.479523 0.439116 0.398426 0.356751 0.32045 0.283035 0.258526 0.242904 0.22251 0.208159 0.19417 0.182483 0.170869 0.165839 0.15959 0.152111 0.144965 0.141842 0.14427 0.139742 0.140657 0.144154 0.148752 0.149956 0.157097 0.173524 0.180877 0.193628 0.208599 0.219365 
0.873446 0.831537 0.783707 0.734144 0.696548 0.663756 0.633965 0.604826 0.576138 0.550871 0.519471 0.495933 0.477187 0.452906 0.433895 0.412679 0.393032 0.370319 0.349005 0.332195 0.312526 0.292404 0.279904 0.273816 0.267424 0.259872 0.250537 0.238293 0.222907 0.212788 0.203103 0.203749 0.213713 0.223095 0.228423 0.240521 0.251237 0.267861 0.286641 0.301079 
0.871643 0.824041 0.780041 0.731575 0.689889 0.654161 0.619472 0.586157 0.561298 0.540465 0.519499 0.500619 0.490672 0.474475 0.461846 0.452664 0.443627 0.435772 0.42964 0.421352 0.414959 0.412743 0.412513 0.408907 0.395995 0.383502 0.365157 0.351562 0.338522 0.331418 0.329405 0.330507 0.325514 0.325893 0.328203 0.327866 0.327039 0.32788 0.329717 0.335995 
0.845952 0.779204 0.716264 0.670183 0.622653 0.60609 0.587771 0.573045 0.538497 0.51648 0.494515 0.47814 0.473974 0.481555 0.469243 0.447302 0.427442 0.403366 0.368296 0.345149 0.328597 0.31694 0.310906 0.309242 0.30896 0.306896 0.308206 0.3048 0.296816 0.287377 0.28044 0.279693 0.2741 0.267226 0.266129 0.26067 0.250418 0.244483 0.239971 0.231414 
0.652877 0.604727 0.553403 0.50017 0.469103 0.436978 0.428577 0.41382 0.3979 0.386935 0.372774 0.361118 0.343186 0.323745 0.301707 0.285413 0.274201 0.263926 0.257645 0.24789 0.243192 0.231053 0.221765 0.214313 0.208489 0.203426 0.199252 0.198605 0.194752 0.192046 0.190897 0.189319 0.188298 0.187855 0.188165 0.180323 0.177188 0.173726 0.175449 0.181757 
0.562613 0.532525 0.507674 0.482531 0.46775 0.446308 0.427907 0.409327 0.389237 0.372336 0.359776 0.348617 0.33879 0.333716 0.325242 0.319916 0.320643 0.320386 0.326071 0.327909 0.322622 0.317833 0.311997 0.311208 0.308654 0.3071 0.306442 0.301434 0.297043 0.294377 0.290595 0.280733 0.269766 0.259044 0.248804 0.245543 0.241091 0.239706 0.238518 0.238238 
0.461312 0.423027 0.393374 0.365167 0.330693 0.30032 0.277496 0.263916 0.255411 0.251145 0.25034 0.249706 0.251342 0.249055 0.243901 0.231544 0.222624 0.216363 0.207494 0.200578 0.19801 0.201738 0.205787 0.208375 0.207959 0.208999 0.207587 0.205468 0.203525 0.203286 0.198016 0.190699 0.192029 0.194286 0.19376 0.1941 0.195181 0.200168 0.205593 0.211243 
0.44889 0.419526 0.383204 0.354021 0.334914 0.314849 0.300083 0.273429 0.248695 0.233381 0.215379 0.206265 0.195733 0.18972 0.184219 0.178752 0.180174 0.183647 0.182837 0.183792 0.182852 0.18058 0.185245 0.191265 0.196053 0.196913 0.200412 0.200719 0.200901 0.204693 0.208401 0.21398 0.218002 0.218744 0.220978 0.219582 0.221626 0.223609 0.222317 0.215205 
