0.0793658 0.360676 0.323047 0.285959 0.257847 0.226329 0.203826 0.179269 0.149763 0.127491 0.108945 0.0958931 0.0793756 0.0608328 0.0402635 0.0298934 0.0171444 0.00371829 -0.0105576 -0.0307384 -0.053285 -0.072191 -0.0803243 -0.0917819 -0.102666 -0.107954 -0.109318 -0.107084 -0.102727 -0.0976019 -0.0880069 -0.0777706 -0.0734361 -0.0712179 -0.0647446 -0.0639326 -0.0634262 -0.05784 -0.0527713 -0.0504515 -0.0430325 
0.00401496 0.340811 0.301389 0.262042 0.223114 0.184877 0.154271 0.125177 0.1015 0.082736 0.0641698 0.0448146 0.0255395 0.00906202 -0.00735118 -0.014772 -0.0271886 -0.0359735 -0.0414499 -0.0408225 -0.040882 -0.0386402 -0.0341592 -0.0300889 -0.0236316 -0.0217218 -0.0209094 -0.0215022 -0.0266572 -0.0346824 -0.0424168 -0.0515478 -0.0594859 -0.0631726 -0.0617433 -0.0637428 -0.0632428 -0.0583248 -0.0558628 -0.0530768 -0.0521502 
0.000403167 0.41836 0.381638 0.346952 0.318953 0.290518 0.265701 0.243758 0.224539 0.205376 0.19039 0.172349 0.155096 0.141893 0.130819 0.120033 0.108515 0.0970672 0.0835059 0.0711405 0.0650293 0.0648694 0.062165 0.0588225 0.0546044 0.0469625 0.0421682 0.036284 0.035606 0.0294028 0.0270258 0.0239021 0.0185818 0.0118118 0.00521876 0.00349407 0.00109409 -0.00747249 -0.0148107 -0.0213849 -0.034797 
0.024632 0.392449 0.346506 0.302956 0.265126 0.230215 0.204833 0.18219 0.16024 0.146467 0.132902 0.117852 0.103107 0.09344 0.082311 0.074039 0.0716088 0.0663841 0.0529893 0.0376491 0.0270295 0.0163751 0.00778108 0.00314282 -0.00522947 -0.0105862 -0.0154686 -0.0212057 -0.022405 -0.0246894 -0.026224 -0.0295997 -0.0337362 -0.0352028 -0.0373425 -0.0425716 -0.0439594 -0.0439271 -0.0448023 -0.0435443 -0.0425167 
0.0665429 0.28251 0.248587 0.217045 0.192507 0.171865 0.154475 0.138492 0.124132 0.116129 0.101289 0.089183 0.0723993 0.0621748 0.0519743 0.0438493 0.0373484 0.0292831 0.0220656 0.0155162 0.00716992 -0.000399349 -0.00817454 -0.0112045 -0.00918863 -0.00565682 -0.0113362 -0.0124074 -0.0146732 -0.016233 -0.014983 -0.0185386 -0.024427 -0.0262175 -0.0179032 -0.0144096 -0.0075429 -0.00133046 0.00292269 0.0102951 0.0155622 
-0.0231454 0.446975 0.412831 0.387524 0.36097 0.339757 0.314854 0.286239 0.257287 0.229363 0.207817 0.185273 0.163754 0.143849 0.123518 0.110665 0.0959466 0.0830078 0.0682637 0.0530583 0.0433789 0.0303972 0.0202919 0.00925321 -0.00226585 -0.00943327 -0.0109402 -0.0162485 -0.0231569 -0.0249444 -0.028638 -0.0340695 -0.0439861 -0.0497294 -0.048925 -0.0534334 -0.0573314 -0.0565218 -0.0630509 -0.0646336 -0.0619206 
-0.0684017 0.508862 0.469614 0.430383 0.395691 0.366536 0.348653 0.327761 0.30853 0.2894 0.268957 0.24546 0.218273 0.18798 0.156095 0.128925 0.109435 0.0989161 0.0864632 0.0766146 0.0682951 0.0531415 0.0406518 0.0286968 0.0142343 -0.00261949 -0.0181136 -0.0277737 -0.0335224 -0.0404343 -0.0473755 -0.0562233 -0.0648334 -0.0634843 -0.061254 -0.0588766 -0.0605758 -0.0613877 -0.0655207 -0.0654291 -0.0635421 
-0.105675 0.401564 0.359291 0.320454 0.294064 0.273504 0.255101 0.239936 0.222261 0.207603 0.193308 0.176094 0.159996 0.150252 0.136203 0.1176 0.0989931 0.0880899 0.0813844 0.0740103 0.0634454 0.0433203 0.0220358 -0.000986572 -0.0194093 -0.0331989 -0.0414915 -0.0472659 -0.0503135 -0.0550348 -0.0579535 -0.0624369 -0.0633971 -0.0630809 -0.0661182 -0.072283 -0.0759236 -0.0741767 -0.0768498 -0.0789166 -0.0842072 
-0.0157606 0.351926 0.303511 0.264219 0.227804 0.193829 0.1727 0.157564 0.13674 0.122105 0.11255 0.103316 0.0948399 0.0876869 0.0748403 0.0552483 0.0371827 0.0242198 0.0133737 0.0127365 0.0125654 0.0154728 0.0197184 0.0235969 0.0235538 0.0248966 0.0240494 0.0121867 -0.00613471 -0.0222553 -0.0349475 -0.0514034 -0.060748 -0.0630535 -0.066043 -0.0618136 -0.0490292 -0.0305392 -0.0191001 -0.00978578 -0.00997579 
-0.0339962 0.462521 0.41816 0.376805 0.342804 0.310509 0.289736 0.266444 0.243859 0.228283 0.217875 0.202901 0.193839 0.181667 0.170291 0.158899 0.153939 0.146564 0.139068 0.132929 0.127211 0.120239 0.115181 0.106705 0.0979178 0.0908775 0.0735544 0.0553839 0.030475 0.00562436 -0.0170573 -0.0371674 -0.0534765 -0.0713793 -0.0799967 -0.0876084 -0.0956333 -0.100528 -0.106806 -0.108232 -0.108547 
