0.833333 0.0835877 0.00121169 0.0165741 0.000948651 0.00280342 0.00075862 0.000369324 0.000761989 -0.000188631 0.000822104 0.000413875 0.000834282 -0.000537057 0.000900646 0.000113922 0.000765225 0.00026739 0.000868276 -0.000736136 0.000927754 -0.000861359 0.000839994 -0.00112484 0.000856295 -0.00058459 0.000841381 -0.000288554 0.000796551 0.000386356 0.000927352 0.000217814 0.000888701 0.000741855 0.000784446 0.000441783 0.000849913 -3.65803e-05 0.00086226 0.00102761 0.000876145 0.000159045 0.000818813 0.000139597 0.000861683 -0.000738312 0.00084947 -0.00054147 0.000976297 -0.000173075 0.000745246 -9.00895e-06 0.000921511 0.000150997 0.000875414 0.000815484 0.000974932 0.000198838 0.000888914 0.000160577 0.000937581 0.000198838 0.00101503 0.000815484 0.000906331 0.000150997 0.000904975 -9.00895e-06 0.000866132 -0.000173075 0.000884435 -0.00054147 0.00099614 -0.000738312 0.000972129 0.000139597 0.000876149 0.000159045 0.00085618 0.00102761 0.000868383 
0.5 0.17356 0.00177791 0.0648168 0.00147682 0.0240399 0.00112368 0.0089482 0.00106868 0.0040381 0.00110596 0.00210588 0.00104415 0.000932383 0.000948116 0.000951873 0.00100309 2.67075e-05 0.00092859 -0.000983325 0.000958924 -0.00100237 0.000861551 -1.92125e-05 0.000907327 -0.000270839 0.000938623 -0.000306242 0.000839999 -0.000106627 0.000852977 -0.000235503 0.000917864 0.00011564 0.0009318 0.000379796 0.000991432 5.21771e-05 0.000884835 5.2068e-06 0.000903256 -3.45894e-05 0.000844135 0.000185934 0.000826114 0.000115136 0.000852682 -6.78092e-05 0.00101913 0.000188259 0.000848396 0.000137653 0.00084739 0.000356195 0.000990799 0.000916054 0.000989946 0.000593362 0.000984633 0.000414132 0.000903608 -0.00034906 0.000931653 -0.000118275 0.000964767 9.51264e-05 0.000954208 0.000416757 0.00103259 0.000957999 0.000878485 0.000998343 0.000979103 0.000731949 0.00105988 0.000590203 0.00109547 0.000711132 0.00102917 0.000100538 0.00104803 
0.357143 0.238627 0.0020909 0.117523 0.0019344 0.0574444 0.00154355 0.0283875 0.00119245 0.0138843 0.00110632 0.00673437 0.000954213 0.0036713 0.00104547 0.0018854 0.000968056 0.00103057 0.00103023 0.000476604 0.000978213 0.000191088 0.000812091 -0.000250618 0.000922808 -0.00040743 0.000845273 5.60963e-05 0.000932677 5.62486e-05 0.000988602 -0.000289826 0.000965051 -0.000410925 0.000984965 -0.000204586 0.000925917 -6.04671e-06 0.000952444 0.000270841 0.00099869 -0.000102142 0.000918962 -0.000734414 0.000938053 -0.00070112 0.000883425 -0.000564737 0.000807306 -0.000156888 0.000831479 -0.000128405 0.000792928 -0.000162963 0.000933424 -0.00011761 0.000778829 7.23091e-05 0.000958327 -7.51742e-05 0.000803505 -0.000275877 0.000863669 3.28069e-05 0.000902723 0.000373012 0.000994151 0.000423167 0.0010151 0.000246146 0.000768184 -0.000291835 0.00101229 -0.000555028 0.000907984 -0.000113684 0.000797823 -6.33284e-05 0.000992864 -0.000166445 0.000977205 
0.277778 0.284053 0.00226137 0.163357 0.00195516 0.0939828 0.00157431 0.0540018 0.00156868 0.0309719 0.00131875 0.0178318 0.00109295 0.0103058 0.000868382 0.00572255 0.00102195 0.00271614 0.000932896 0.00135796 0.00114502 0.000854446 0.000887703 0.000794268 0.00112091 0.000934352 0.00100476 0.000718515 0.000834891 0.000413046 0.000937894 0.000524702 0.00096864 0.000267105 0.000963874 -0.000142134 0.000970677 -0.000240129 0.000947389 -0.000324179 0.000989208 -0.000450982 0.000904927 -0.000457463 0.00104546 -0.000111385 0.000886444 -3.46874e-05 0.000995966 -6.01329e-05 0.00103807 -0.000173534 0.000852159 -0.000786606 0.000920161 -0.000989292 0.000916038 -0.000809804 0.000874116 -0.000411908 0.0010519 -0.000169913 0.00096164 -0.000168351 0.00093371 -0.000266815 0.000912506 4.79214e-05 0.00102994 0.000121128 0.000959654 0.000152562 0.000936379 3.5431e-05 0.000954469 -0.000187782 0.000921641 -0.000345102 0.000914865 -0.000359271 0.00105872 
0.227273 0.316564 0.00247113 0.201874 0.00234702 0.128264 0.00197659 0.0819366 0.00150999 0.0526781 0.00165896 0.0337446 0.00128022 0.0216914 0.00139689 0.0142387 0.00118163 0.00934646 0.000986632 0.00614957 0.00101765 0.00402529 0.00107374 0.00268684 0.00103681 0.00167373 0.00111513 0.00109414 0.000986392 0.000359096 0.00114321 0.000123411 0.00109704 1.54784e-05 0.00105219 -0.000244725 0.000988289 -7.60874e-05 0.00110854 -7.45042e-06 0.00117805 5.44097e-05 0.00101812 0.000234847 0.000883924 3.66934e-05 0.000859131 0.000141861 0.000922277 -6.51806e-06 0.000982831 -0.000247254 0.000977092 -0.000374083 0.000987282 -0.000645123 0.00101036 -0.000754615 0.00094722 -0.000852009 0.00101432 -0.00085708 0.00102775 -0.00077723 0.000882211 -0.00081451 0.00113634 -0.000628253 0.00104501 -0.000790032 0.00118042 -0.000695189 0.00109055 -0.000280937 0.00105711 8.6752e-05 0.00102044 0.000443534 0.00112502 0.000651672 0.000980348 
0.192308 0.338308 0.00266992 0.230681 0.00213852 0.157262 0.00207634 0.107382 0.00182623 0.0731294 0.00145207 0.0498538 0.00141456 0.0339237 0.00160282 0.0229657 0.00151852 0.0154019 0.00119391 0.0104495 0.0011991 0.0072856 0.0011231 0.00500894 0.00111477 0.00327591 0.00115632 0.00221928 0.00102387 0.00138082 0.00103555 0.00055343 0.00105688 1.90669e-05 0.00109721 -0.000217186 0.000970023 -0.000511921 0.000998796 -0.000758531 0.00101064 -0.000784267 0.000983284 -0.000686417 0.000972867 -0.000696571 0.000975465 -0.000727604 0.000904011 -0.000647657 0.00083162 -0.000598231 0.000907299 -0.000421644 0.000919892 -0.000625843 0.000977733 -0.000461124 0.000949592 -0.000509788 0.00107593 -0.00064468 0.00109182 -0.000613395 0.00104493 -0.000401502 0.00099348 -0.000370108 0.00100438 -0.000256638 0.000943561 -0.00013886 0.000918813 8.21571e-06 0.000968983 -0.000103641 0.000941907 4.31013e-05 0.000996964 0.000353244 0.00100698 
0.166667 0.355896 0.00320461 0.254977 0.00251054 0.182684 0.00245309 0.130994 0.00198814 0.0935679 0.00204747 0.0669907 0.00202247 0.0479972 0.00188063 0.0344692 0.00170185 0.0247262 0.00149774 0.0176868 0.00156538 0.0127181 0.00150185 0.00891571 0.00133939 0.00619456 0.00112314 0.0041415 0.00131566 0.00265043 0.00134221 0.00165056 0.00116547 0.00085303 0.00127475 0.000489053 0.00123139 0.000311792 0.00123744 9.27162e-05 0.00123532 -0.000139337 0.00121064 -0.000228617 0.00126072 -0.000271819 0.00122219 -0.000192544 0.00110701 -0.000190148 0.00115834 -0.000115319 0.00114183 -4.68782e-05 0.00109213 -0.000103653 0.00121125 -0.000113559 0.00101077 -0.000125 0.00133606 5.60647e-06 0.00118669 -2.07189e-05 0.00123015 0.000127861 0.00114339 -6.63844e-05 0.00100741 0.00022595 0.00118752 0.000256126 0.00120956 0.000394155 0.0013142 0.000416447 0.00116285 0.000292636 0.00134974 0.000304085 0.0010686 
0.147059 0.374159 0.00344351 0.279283 0.00303475 0.208433 0.00327622 0.155626 0.00271709 0.116132 0.0025481 0.0865351 0.00226006 0.0647031 0.00209174 0.0483979 0.00182202 0.0362456 0.0015002 0.0271681 0.00175431 0.0203908 0.00179094 0.0153449 0.00154156 0.0113627 0.00172687 0.00833797 0.00159839 0.00601391 0.0013775 0.00410502 0.00144194 0.00272477 0.00132966 0.00173438 0.00141243 0.00109312 0.00116866 0.000522734 0.00127255 -3.64836e-05 0.00157368 -0.000104987 0.00125837 1.9295e-05 0.00149133 8.71764e-05 0.00124 0.00028463 0.00162972 0.000333282 0.0013077 0.000318854 0.00145913 0.000328196 0.00154367 0.000321875 0.00146304 0.000309859 0.00122084 0.000265257 0.00135489 0.000103463 0.0012779 0.000102975 0.00134275 -6.14517e-05 0.00134569 -0.000257241 0.00130768 -0.000515568 0.00115485 -0.000729184 0.00129846 -0.000931875 0.00114847 -0.000911409 0.00113784 -0.00061265 0.00118313 
0.131579 0.387085 0.00404953 0.29816 0.00308291 0.229697 0.0032151 0.177026 0.00277072 0.136422 0.00270396 0.105064 0.00263292 0.0809992 0.00233405 0.0623825 0.00242702 0.0481169 0.00199719 0.0371227 0.0020533 0.0286798 0.00224349 0.0220407 0.00179796 0.0170587 0.00180066 0.0132243 0.00166753 0.0103965 0.00156239 0.00813787 0.00146899 0.00643504 0.00173627 0.00505802 0.00142338 0.00406033 0.00177197 0.00337945 0.00156905 0.00265596 0.00140268 0.00195219 0.00123806 0.00128261 0.0013688 0.000850903 0.00120082 0.00060297 0.00128493 0.000488219 0.00131527 0.000297917 0.00157948 0.000321182 0.00131835 0.000392445 0.00148765 0.0002987 0.00150598 0.000320763 0.00161366 0.000177243 0.00142806 0.00016763 0.00139545 0.000128819 0.00134892 -1.57163e-05 0.00131463 -0.000129275 0.00139383 -6.04663e-05 0.00142688 -6.93656e-05 0.00122511 9.41553e-05 0.0013042 0.000309493 0.00145131 
0.119048 0.396826 0.00455327 0.313008 0.00357146 0.246821 0.00372295 0.194691 0.00297486 0.153511 0.00278798 0.121139 0.00287984 0.0958012 0.00243866 0.0758262 0.00273888 0.0599615 0.00256411 0.0473921 0.00221715 0.0374264 0.00221464 0.0295332 0.00226306 0.0232405 0.00199532 0.01826 0.00203506 0.0142543 0.0021404 0.0111014 0.00203118 0.00855053 0.00170111 0.00660404 0.00164184 0.00508882 0.00162873 0.00390173 0.00165624 0.00303975 0.00180265 0.00237416 0.00187671 0.00188891 0.0016163 0.00149883 0.00155963 0.00119143 0.00162241 0.000818715 0.00154781 0.000572867 0.00152405 0.000385457 0.00149837 0.000176914 0.00155998 -5.94954e-06 0.001739 -0.000152055 0.00154921 -0.000184774 0.00164345 -0.000132256 0.00175406 -0.000148543 0.00156431 -0.0001442 0.00164276 -0.00013911 0.00180576 -8.50274e-05 0.00151554 -0.00011585 0.00151987 -9.49706e-06 0.00161631 0.000115142 0.001521 
